epoch,accuracy,loss
1,0.8223020434379578,0.3865538686513901
2,0.92583167552948,0.20429205894470215
3,0.9656984657049179,0.12155915051698685
4,0.9774542450904846,0.07807445805519819
5,0.9835450500249863,0.05964073212817311
