epoch,accuracy,loss
1,0.8628820578257242,0.3650463819503784
2,0.9063648780186971,0.23333833118279776
3,0.9648402333259583,0.11458394676446915
4,0.9824391007423401,0.06996598839759827
5,0.9861431916554769,0.042616275449593864
