epoch,accuracy,loss
1,0.8349201321601868,0.37034005522727964
2,0.9116676926612854,0.23556968569755554
3,0.9470708847045899,0.16390254497528076
4,0.9721725106239318,0.09618409425020218
5,0.9847005724906921,0.06618229597806931
